text,label
user evaluation of interactive multimodal data presentation veridiana salvador rosane minghim haim levkowitz rminghim haim abstract a set of user evaluation study were performed to test hypothesis about the efficacy and value of the use of sonification by itself and together with visualization to improve the process of interactive data exploration our result show that in some case sonification yielded more accurate analysis result and when combined with visualization yield much better result than either one visualization or sonification yielded separately that support sonification a a valuable and promising tool that should be further studied a a complement to visualization system reference bonebright miner goldsmith and caudell data collection and analysis technique for evaluating the perceptual quality of auditory stimulus in international conference on auditory display sydney australia july http brazil and fernström that sound exploring arbitrary user classification of sound for audio management in international conference on auditory display boston usa july http hermann niehus and ritter interactive visualization and sofinication for monitoring complex process in international conference on auditory display boston usa july http lee jeon auditory display on the depth of hypertext in international conference on auditory display boston usa july http levkowitz smith and torpey an environment and study for exploring auditory representation of multidimensional data in grinstein and levkowitz editor perceptual issue in visualization minghim and forrest an illustrated analysis of sonification for scientific visualisation in proceeding of ieee atlanta usa october ieee c press minghim and levkowitz sonification for support to visual data interpretation a survey in preparation salvador development of a model for exploration in distributed scientific visualization using sound in portuguese phd thesis usp instituto de ciências matemáticas e computação são carlos sp brazil august salvador and minghim an interaction model for scientific visualization using sound in proceeding of the xvi brazilian symposium on computer graphic and image processing carlos sp brazil usp instituto de ciências matemáticas e de computação ieee c press salvador minghim and pacheco sonification to support visualization task in proceeding of são carlos sp brazil ieee c press stevens brennan and parker simultaneous manipulation of parameter of auditory icon to convey direction size and distance effect on recognition and interpretation in international conference on auditory display sydney australia july http tejada minghim and nonato on improved projection technique to support visual exploration of data set information visualization journal special issue on coordinated multiple view in exploratory visualization walker magnitude estimation of conceptual data dimension for use in sonification journal of experimental psychology applied walker kramer and lane psychophysical scaling of sonification mapping in icad international conference on auditory display atlanta georgia usa july http walker lindsay and godfrey the audio abacus representing a wide range of value with accuracy and precision in international conference on auditory display sydney australia july http walker and mauney individual difference cognitive ability and the interpretation of auditory graph in international conference on auditory display sydney australia july http,5
application of inductive logic programming to discover rule governing the topology of protein structure marcel stephen and michael imperial cancer research fund biomolecular modelling laboratory box london uk university of york department of computer science heslington york uk stephen abstract inductive logic programming ilp ha been applied to discover rule governing the topology of protein structure the unifies two source of information scop and promotif result for experiment using two background knowledge set global and constitutional relational are presented the application make use of a new feature of for numeric parameter estimation at this early stage of development the rule produced can only be applied to protein for which the secondary structure is known however since the rule are insightful they should prove to be helpful in assisting the development of taxonomic scheme the application of ilp to fold recognition represents a novel and promising approach to this problem reference muggleton king and sternberg protein secondary structure prediction using machine learning protein engineering sternberg king lewis and muggleton application of machine learning to structural molecular biology philosophical transaction of the royal society of london series b biological science fischer and eisenberg protein fold recognition using prediction protein science russell saqi bates sayle and sternberg recognition of analogous and homologous protein fold assessment of prediction success and associated alignment accuracy using empirical substitution matrix protein engineering bryant evaluation of threading specificity and accuracy protein hubbard and park fold recognition and ab initio structure prediction using hidden markov model and pair potential protein struct funct francesco di gamier and munson protein topology recognition from secondary structure sequence application of the hidden markov model to the alpha class protein journal of molecular biology rost schneider and sander protein fold recognition by threading journal of molecular biology dubchak muchnik and kim protein folding class predictor for scop approach based on global descriptor ismb muggleton editor inductive logic programming academic press hutchinson and thornton promotif a program to identify and analyze structural motif in protein protein science brenner chothia hubbard and murzin understanding protein structure using scop for fold interpretation method in enzymology rawlings taylor fox nyakairu and sternberg using prolog to represent and reason about protein structure in ehud shapiro editor third international conference on logic programming volume of lecture note in computer science page springer barton and rawlings a prolog approach to analysing protein structure tetrahedron computer methodology orengo michie jones jones swindells and thornton cath a hierarchic classification of protein domain structure structure gonnet and benner computational biochemistry research at eth technical report department informatik march mooney and induction of decision list result on learning the past tense of english verb journal of artificial intelligence research,2
general bound on statistical query learning and pac learning with noise via hypothesis boosting javed aslam laboratory for computer science massachusetts institute of technology cambridge ma scott decatur aiken computation laboratory harvard university cambridge ma abstract we derive general bound on the complexity of learning in the statistical query model and in the pac model with classification noise we do so by considering the problem of boosting the accuracy of weak learning algorithm which fall within the query model this new model wa introduced by kearns to provide a general framework for pac learning in the presence of classification noise we first show a general scheme for boosting the of weak sq learning algorithm proving that weak sq learning is equivalent to strong sq ing the boosting is eficient and is used to show our main result of the first general upper bound on the complexity of strong sq learning we derive simultaneous upper bound with spect to on the number of query o log the dimension of the query space o log log log and the inverse of the minimum erance o log in addition we show that these general upper bound are nearly optimal by describing a class of learning problem for which we lower bound the number of query by and the inverse of the minimum tolerance by we further apply our boosting result in the sq model to learning in the pac model with classification noise since nearly all pac learning algorithm can be cast in the sq model we can apply our boosting to convert these pac algorithm into highly eficient sq algorithm by simulating these eficient sq algorithm in the pac model with classification noise we show that nearly all pac algorithm can be converted into highly eficient pac algorithm which tolerate classification noise we give an upper bound on the sample complexity of these pac algorithm which is nearly optimal with respect to the noise rate we also give upper bound on space and hypothesis size and show that these two measure are in fact independent of the noise rate we note that the running time of these pac algorithm are eficient this sequence of simulation also demonstrates that it is possible to boost the accuracy of nearly all pac algorithm even in the presence of noise this provides a partial answer to an open problem of schapire and the first theoretical evidence for an empirical of drucker schapire and simard reference dana angluin computational learning theory and selected bibliography in proceeding of the annual acm symposium on theory of computing page may dana angluin and philip laird learning from noisy example machine learning scott decatur statistical query and faulty pac oracle in proceeding of the sixth annual acm workshop on computational learning theory acm press harris drucker robert schapire and patrice simard improving performance in neural network using a boosting algorithm in advance in neural processing system morgan kaufmann andrzej ehrenfeucht david haussler michael kearns and leslie valiant a general lower bound on the number of example needed for learning and computation september yoav freund boosting a weak learning algorithm by majority in proceeding of the third annual on computational learning theory page morgan kaufmann yoav freund an improved boosting algorithm and it implication on learning complexity in proceeding of the fifth annual acm workshop on computational learning theory page acm press yoav freund personal communication sally goldman michael kearns and robert schapire exact identification of circuit using fixed point of amplification function in proceeding of the symposium on foundation of computer page ieee october sally goldman michael kearns and robert schapire on the sample complexity of weak learning in proceeding of colt page morgan kaufmann david helmbold robert sloan and manfred learning integer lattice siam journal on computing michael kearns e cient learning from statistical query in proceeding of the annual acm symposium on theory of computing philip laird learning from good and bad data kluwer international series in engineering and puter science kluwer academic publisher boston yasubumi sakakibara algorithmic learning of mal language and decision tree phd thesis tokyo institute of technology october international institute for advanced study of social information science fujitsu laboratory ltd research report robert schapire the strength of weak learnability machine learning robert schapire the design and analysis of learning algorithm mit press cambridge ma han ulrich simon general bound on the number of example needed for learning probabilistic concept in proceeding of the sixth annual acm workshop on computational learning theory acm press leslie valiant a theory of the learnable of the acm november,3
adapter an integrated diagnostic system combining and abductive reasoning luigi portinale pietro torasso dipartimento di informatica di torino italy abstract the aim of this paper is to describe the adapter system a diagnostic architecture combining reasoning with abductive reasoning and exploiting the adaptation of the solution of old episode in order to focus the reasoning process domain knowledge is represented via a logical model and basic mechanism based on abductive reasoning with consistency constraint have been defined for solving complex diagnostic problem involving multiple fault the component ha been supplemented with a case memory and adaptation mechanism have been developed in order to make the diagnostic system able to exploit past experience in solving new case a heuristic function is proposed able to rank the solution associated to retrieved case with respect to the adaptation effort needed to transform such solution into possible solution for the current case we will discus some preliminary experiment showing the validity of the above heuristic and the convenience of solving a new case by adapting a retrieved solution rather than solving the new problem from scratch reference console portinale theseider dupré and torasso combining heuristic and causal reasoning in diagnostic problem solving in page console and torasso a spectrum of logical definition of diagnosis computational intelligence david krivine and simmons second generation expert system springer verlag feret and glasgow diagnosis for complex device in proc aaai page seattle kolodner and kolodner using experience in clinical problem solving introduction and framework ieee trans on system man and cybernetics kolodner retrieval and organization strategy in conceptual memory a computer model lawrence erlbaum koton using experience in learning and problem solving technical report leake focusing construction and selection of abductive hypothesis in proc ijcai page chambery macchion and vo a hybrid kb for technical diagnosis learning and assistance in lecture note in artificial intelligence page springer verlag portinale generalization handling in a dynamic case memory in methodology for intelligent system page lecture note in artificial intelligence springer verlag portinale torasso ortalda and giardino using reasoning to focus diagnostic problem solving in lecture note in artificial intelligence page springer verlag,1
an architecture for knowledge intensive cbr system belén and pedro dep sistemas informáticos y universidad complutense de madrid spain belend pedro abstract in this paper we describe a domain independent architecture to help in the design of knowledge intensive cbr system it is based on the knowledge incorporation from a library of ontology and the use of an ontology with the common cbr terminology that guide the case representation and allows the description of flexible generic and homogeneous cbr process based on classification reference ashley aleven logical representation for relevance in topic in cbr wess aithoff richter ed aarts cbr architecture for project knowledge in advance in cbr smyth b cunningham ed brachman mcguinness resnick borgida a with classic when and how to use a in principle of semantic network morgan kaufmann puhlishers cehhardt vob gräther reasoning with complex case kluwer academic puhlishers b the cbr life cycle using description in procs of the international conference on reasoning althoff branting sharing and the handbook on applied expert system by liebowitz ed crc press dl for retrieval in in procs of the description logic workshop gruber translation approach to portable ontology edge acquisition vol mac gregor evolving technology of knowledge representation in principle of semantic network exploration in the representation of knowledge sowa ed napoli lieber courien problem solving in in advance in cbr smith i faltings ed ozturk context model for reasoning international journal of study plaza a term a feature term approach to the structured representation of in procs pinto a martin some issue on ontology in workshop on ontology and method lesson learned and future trend salotti ventos and formalization of a cbr system using a description in advance in cbr smyth b cunningham ed,1
a approach to the integration of tic and semantic annotation paul buitelaar thierry declerck bogdan sacaleanu vintar diana raileanu claudia crispi language technology lab dfki gmbh department of computational linguistics university of saarland abstract in this paper we present a approach to document annotation that for the structural integration of and semantic annotation produced by various language technology tool and using knowledge encoded in different domain ontology a needed for semantic web application reference vintar buitelaar ripplinger sacaleanu raileanu prescher an efficient and flexible format for linguistic and semantic in proceeding of la palmas canary island spain may piskorski neumann an intelligent text and navigation system proceeding of the international conference on information retrieval riao brant tnt a statistical of in proceeding of anlp conference attle wa petitpierre and russell mmorph the multext morphology program multext deliverable report for the task issco university of skut and brant a maximum entropy partial parser for unrestricted text in proceeding of the acl workshop on very large corpus wvlc montreal vossen eurowordnet a multilingual database for information retrieval in proceeding of the delos workshop on retrieval march declerck wittenburg cunningham the automatic generation of formal annotation in a multimedia indexing and searching environment proceeding of the workshop on human language technology and knowledge management declerck a set of tool for integrating linguistic and information proceeding of saakm ecai lyon buitelaar alexandersson jaeger lesch pfleger raileanu von den berg klöckner neis schlarb an unsupervised semantic tagger applied to german in proceeding of advance in nlp ranlp tzigov chark bulgaria buitelaar sacaleanu ranking and selecting synset by domain relevance in proceeding of wordnet and other lexical resource tions extension and customizations naacl workshop carnegie mellon university pittsburgh saggion kuper declerck reidsma cunningham intelligent multimedia indexing and retrieval through information extraction and merging technical report of sheffield guadeloupe inmaculada antonio and rosario rdf s linguistic annotation of semantic web page in proceeding of nlpxml coling taipei,3
evaluating database selection technique a testbed and experiment james french allison powell department of computer science university of virginia charlottesville va ffrench charles viles y school of information and library science university of north carolina chapel hill chapel hill nc viles travis emmitt kevin prey department of computer science university of virginia charlottesville va abstract we describe a testbed for database selection technique and an experiment conducted using this testbed the testbed is a decomposition of the data that allows analysis of the data along multiple including and we characterize the subcollections in this testbed in term of number of document query against which the document have been evaluated for relevance and of relevant document we then present initial result from a study conducted using this testbed that examines the effectiveness of the ggloss approach to database selection the database from our testbed were ranked the ggloss technique and compared to the ggloss ideal l baseline and a baseline derived from trec judgement we have examined the degree to which several ggloss estimate function approximate these our initial result confirm that the ggloss are excellent predictor of the ideal l rank but that the ideal l rank do not estimate rank well reference nicholas belkin paul kantor edward fox and shaw combining the evidence of multiple query for informa tion retrieval information processing and management chris buckley smart version ftp james callan zhihong lu and bruce croft ing distributed collection with inference network in of the international conference on research and development in information retrieval page seattle wa edward fox prabhakar koushik joseph shaw m odlin and durgesh rao combining evidence from multiple search in the first text retrieval conference page gaithersburg md november james french and charles viles ensuring retrieval effectiveness in distributed digital library journal of visual communication and image representation luis gravano and hector generalizing gloss to database and broker hierarchy in proceeding of the international conference on very large database vldb zurich switzerland luis gravano hector and anthony tomasic the effectiveness of gloss for the text database discovery problem in page minneapolis mn may donna harman overview of the fourth text retrieval in proceeding of the fourth text conference gaithersburg md alistair moffat and justin zobel information retrieval for large document collection in proceeding of the third text retrieval conference page gaithersburg md charles viles and james french experiment using drift in proceeding of the fourth text retrieval conference gaithersburg md charles viles and james french dissemination of collection wide information in a distributed information retrieval system in proceeding of the international conference on research and development in information retrieval page seattle wa july charles viles and james french on the update of term weight in dynamic information retrieval system in proceeding of the international conference on knowledge and information management page baltimore md november ellen vorhees the database merging track in proceeding of the fifth text retrieval conference gaithersburg md november ellen vorhees narendra gupta and ben learning collection fusion strategy in proceeding of the international conference on research and development in information retrieval page seattle wa ellen vorhees narendra gupta and ben the collection fusion problem in proceeding of the third text retrieval conference page gaithersburg md nikolaus walczuch norbert fuhr michael pollman and birgit sievers routing and retrieval with the collection in a loosely federated environment in the third text retrieval conference page gaithersburg md november,3
tagging using progol james cussens oxford university computing laboratory wolfson building park road oxford uk tel fax abstract a system for word with their po tag is constructed the system ha two component a lexicon containing the set of possible po tag for a given word and rule which use a context to eliminate possible tag for a word the inductive logic programming ilp system progol is used to induce these rule in the form of definite clause the final theory contained clause for background knowledge progol us a simple grammar where the tag are terminal and predicate such a nounp noun phrase are progol wa altered to allow the caching of information about clause generated during the induction process which greatly increased efficiency the system achieved a accuracy of on known word drawn from sentence without quotation mark this is on a par with other tagging system induced from the same data which all have accuracy in the range the accuracy wa reference steven abney tagging and partial parsing in ken church steve young and gerrit bloothooft editor method in language and speech kiuwer dordrecht eric brill some advance in part of speech tagging in cussens disambiguation using ilp technical report oxford university computing laboratory doug cutting julian kupiec jan pedersen and penelope sibun a practical tagger in third conference on applied natural linguistic processing page daelemans zavrel berck and gillis mbt a part of speech in proceeding of the fourth workshop on very large corpus page copenhagen muggleton inverse entailment and progol new generation computing journal lawrence rabiner a tutorial on hidden markov model and selected application in speech recognition proceeding of the ieee february christer samuelsson pasi tapanainen and atro voutilainen inducing constraint grammar in laurent miclet and colin de ha higuera editor grammatical inference learning syntax from sentence volume of lecture note in artificial intelligence page springer pasi tapanainen and atro voutilainen tagging accurately guess if you know in proc,2
supporting reusability in a system design environment by reasoning technique herbert praehofer and josef kerschbaummayr johannes kepler university linz department of system theory and information technology linz austria hp kj abstract casa computer aided system architecting is a methodology and tool to support the design of complex technical system it combine approach from system and requirement engineering and ai system design in casa is and work by a hierarchical stepwise refinement of design and a hierarchical decision making process one important task in casa deal with reusability of existing design artifact and is supported by reasoning technique based on given structural specification and formal requirement a search procedure find the best inexact match in a design base and computes an estimated degree of fulfillment for requirement the approach employ efficient graph matching and indexing scheme for case retrieval and structural similarity and ha adapted usual similarity measure to compute degree of fulfillment of requirement it ha been show by different example project that the developed method can be of great practical assistance for a designer reference börner k ed module for design support gmd augustin flemming design in the seed system automation and construction gebhardt method and system for case retrieval exploiting the case structure gmd augustin germany goel integration of and reasoning for adaptive problem solving phd thesis the ohio state university hua falting smith cadre geometric design artificial intelligence in engineering kettner schmidt greim guideline for a systematic manufacturing system planning hanser verlag in german kolodner reasoning morgan kaufmann maher de silva garza developing casebased reasoning for structural design ieee expert vol mesarovic macko takahara theory of hierarchical multilevel system academic press new york messmer efficient graph matching algorithm for preprocessed model graph dissertation university bern switzerland messmer bunke a network based approach to exact and inexact graph matching institut fur informatik und angewandte mathematik university bern switzerland mittelmann kogler representation of requirement technical report johannes kepler university dept of system theory and information technology linz austria in german praehofer reusability in casa technical report johannes kepler university dept of system theory and information technology linz austria in german praehofer and kerschbaummayr concept for reusability in casa technical report johannes kepler university dept system theory linz austria in german reich the development of bridger a methodological study of research on machine learning in design artificial intelligence in engineering schaffer casa computer aided system architecting technical report johannes kepler university dept of system theory and information technology linz austria in german schaffer computer aided system architecting casa design of system phd thesis johannes kepler university linz austria in german sycara guttal koning narasimhan navinchandra cadet a synthesis tool for engineering design international joumal of expert system vol vob a ed similarity concept and retrieval method gmd augustin germany wolverton finding analogue for innovative design techn report ksl knowledge system laboratory stanford university ca,1
efficient searching in distributed digital library james french allison powell walter creighton iii department of computer science university of virginia charlottesville va tel abstract when a digital library is decomposed into many distributed repository search efficiency becomes an increasing network congestion make this a compelling issue we discus an effective method for reducing the of server needed to respond to a query and give example of search space reduction in the ncstrl distributed digital library reference callan lu and croft searching distributed collection with inference network in proc of page seattle wa french powell viles emmitt and prey evaluating database selection technique a testbed and experiment in proc of melbourne australia august to appear gravano and tomasic the ness of gloss for the text database discovery problem in page minneapolis mn may lagoze and davis dienst an architecture for document library cacm paice another stemmer sigir forum,3
using mobile agent for analyzing intrusion in computer network jay aslam marco cremonini david kotz daniela ru department of computer science institute for security technology study dartmouth college hanover nh today hacker disguise their attack by launching them form a set of compromised host distributed across the internet it is very dificult to defend against these attack or to track down their origin commercially available intrusion detection system can signal the occurrence of limited known type of tack new type of attack are launched regularly but these tool are not effective in detecting them human expert are still the key tool for identifying tracking and disabling new attack often this involves expert from many organization working together to share their observation hypothesis and attack signature unfortunately today these expert have few tool that help them to automate this process in this project we recognize that human expert will remain a critical part in the process of tracking and disabling computer attack we also recognize that an important part of the analysis and defense against new distributed tack is the cooperation that occurs between expert across different organization many installation do not have the expertise necessary to develop full attack analysis our goal is to build automated tool for computer expert and system administrator to identify the characteristic of an attack given data from network sensor develop a hypothesis about the nature and origin of the attack share that hypothesis with security manager from other site test that hypothesis at those other site and ordinate the result of testing archive the data necessary for use a evidence in later action reference aslam pelekhov and ru a practical clustering algorithm for static and information organization proc of the symposium on discrete algorithm kgnrcc gray kotz nog ru chawla and cybenko agent tcl targeting the need of mobile computer ieee internet computing ru gray and kotz information agent intelligent system vol pp northcutt and novak network detection an analyst handbook new rider publishing northcutt cooper fearnow and frederick intrusion signature and analysis new rider publishing february scambray mcclure and kurtz hacking exposed edition mcgraw hill vigna and kemmerer netstat a intrusion detection system of computer security pp,3
empirical development of an exponential probabilistic model for text retrieval using textual analysis to build a better model jaime teevan mit ai lab cambridge ma teevan david karger mit lcs cambridge ma karger abstract much work in information retrieval focus on using a model of document and query to derive retrieval algorithm model based development is a useful alternative to heuristic because in a model the assumption are explicit and can be examined and refined independent of the particular retrieval algorithm we explore the explicit assumption the bayesian framework by performing analysis of actual corpus and query to devise a generative document model that closely match text our thesis is that a model so developed will be more accurate than existing model and thus more useful in retrieval a well a other application we test this by learning from a corpus the best document model we find the learned model better predicts the existence of text data and ha improved performance on certain ir task reference bernardo and smith bayesian theory john wiley son church and gale poisson mixture natural language engineering eyheramendy lewis and madigan on the naive bayes model for text classification in artificial intelligence statistic fitzpatrick and dent automatic feedback using past query social searching in sigir fuhr probabilistic model in information retrieval the computer journal gous adaptive estimation of distribution using exponential journal of computational and graphical statistic grei a theory of term weighting based on exploratory data analysis in sigir gri th luckhurst and willett using interdocument similarity information in document retrieval system jasis heckerman a tutorial on learning with bayesian network technical report msr microsoft research revised jin hauptmann and zhai title language model for information retrieval in sigir jones a statistical interpretation of term specificity and it application in retrieval journal of documentation jones walker and robertson a probabilistic model of information retrieval development and status technical report cambridge university computer laboratory kalt a new probabilistic model of text classification and retrieval technical report university of massachusetts center for intelligent information retrieval katz distribution of content word and phrase in text and language modelling natural language engineering kwok and chan improving retrieval for short query in sigir lewis naive bayes at forty the independence assumption in information retrieval in emcl luhn a statistical approach to mechanized encoding and searching of literary information ibm journal of research and developement mckeown klavans hatzivassiloglou barzilay and eskin towards multidocument summarization by reformulation progress and prospect in aaai ng a maximum likelihood ratio information retrieval model in nigam mccallum thrun and mitchell learning to classify text from labeled and unlabeled document in aaai ponte and croft a language modeling approach to information retrieval in sigir robertson and walker some simple e ective approximation to the model for probabilistic weighted retrieval in sigir vanrijsbergen information retrieval butterworths zhai and la erty language model for information retrieval in sigir,3
a scalable approach for question based indexing of encyclopedic text christopher wisdo the institute for the learning science northwestern university maple avenue evanston illinois usa wisdo abstract this paper describes a tool set developed to aid a human content analyst index text for use in a particular form of structured hypermedia known a an ask system the tool set assist the content analyst by employing a library of question template to represent the type of question the output ask system might contain question template provided roughly a increase in the rate with which text are indexed compared to manual technique indexing progress is linear throughout indicating that the methodology can be used to effectively index a large body of text reference ashley modeling legal argument reasoning with case and hypothetical revision of thesis cambridge ma mit press bareiss knowledge acquisition unified approach to concept representation classification and learning academic press san diego bareiss beckwith the evaluation of unpublished technical report the institute of the learning science northwestern university bareiss and osgood ai model to the design of exploratory hypermedia hypertext bareiss and slator from protos to orca reflection on a unified approach to knowledge representation categorization and learning technical report institute for the learning science northwestern university evanston illinois cleary bareiss practical method for automatically generating typed link in the proceeding of the seventh acm conference on hypertext washington dc compton on multimedia encyclopedia learning company britannica software san francisco california conklin an introduction and ieee computer ferguson bareiss birnbaum and osgood system an approach to the realization of the journal of the learning science lenat and guha building large system representation and inference in the cyc project reading massachusetts martin and inside reasoning ed christopher riesbeck and roger schank hillsdale lawrence erlbaum associate nanard nanard anchor be typed too an experiment with inthe proceeding of the fifth acm conference on hypertext pp seattle wa acm osgood and bareiss index generation for constructing conversational hypermedia eleventh national conference on artificial intelligence osgood conceptual indexing of conversational northwestern university riesbeck and martin memory access in experience memory and reasoning ed kolodner and riesbeck hillsdale lawrence erlbaum associate schank and topic in cognitive science spiro and jehng j flexibility and hypertext theory and technology for the nonlinear and multidimensional traversal of complex subject cognition education and multimedia exploring idea in high technology ed don nix and rand spiro hillsdale nj lawrence erlbaum associate,1
diverse product recommendation using an expressive language for case retrieval derek bridge and alex ferguson department of computer science university college cork abstract we describe retrieval which is an approach to case retrieval based on the application of partial order to the case base we argue that it is to product recommender application because a well a retrieving product that best match it also allows the customer to specify soft constraint give a natural semantics and implementation to tweak and delivers an inherently diverse result set reference bradley smyth improving recommendation diversity in ed procs of the twelfth irish conference on artificial intelligence and cognitive science bridge product recommendation system a new direction in weber von wangenheim ed procs of the workshop programme at the fourth international conference on reasoning bridge ferguson an expressive query language for product recommender system artificial intelligence review to appear ferguson a bridge partial order and indifference relation being purposefully vague in retrieval in blanzieri e portinale l ed advance in reasoning procs of the european workshop on reasoning lnai springer ferguson a bridge weight interval conservatively adding quantified uncertainty to similarity in ed procs of the twelfth irish conference on artificial intelligence cognitive science hammond burke schmitt case based approach to knowledge navigation in leake ed reasoning experience lesson and future direction mit press osborne bridge a case base similarity framework in smith faltings ed advance in reasoning procs of the third european workshop on reasoning lecture note in artificial intelligence springer smyth b cotter surfing the digital wave generating personalised tv listing using collaborative recommendation in althoff bergmann branting ed reasoning research and development procs of the third international conference on reasoning lecture note in artificial intelligence springer smyth b mcclave similarity diversity in aha watson ed reasoning research and development procs of the fourth international conference on reasoning lecture note in artificial intelligence springer vollrath wilke bergmann reasoning support for online catalog sale ieee internet computing wilke lenz wess intelligent sale support with cbr in lenz burkhard wess ed reasoning technology prom foundation to application lecture note in artificial intelligence springer,1
filter in block convolution christian ipsi integrated publication and information system institute fraunhofer ipsi dolivostr darmstadt germany abstract this paper will describe further research on a convolution algorithm for long a fir filter based on bock partitioning the static behaviour of the algorithm which solves the dilemma between the computational load and the latency of the processing operation is well examined in literature new direction are investigated to exploit the inherent feature of the algorithm and utilise them for audio application especially a dynamic exchange of filter coefficient or subset of them of a room impulse response is discussed and implemented unlike to traditional dsp solution the prototype is realised in portable software object and component that can be compiled on processing unit like computer with standard audio facility and different operating system reference kammeyer and kroschel digitale signalverarbeitung teubner stuttgart egelmeers and sommen a new method for efficient convolution in frequency domain by partitioning in proceeding eusipco volume pp edinburgh september gardner efficient convolution without delay journal of audio engineering society march dalenbäck and mcgrath the narrow gap between virtual reality and auralisation in proc ica volume page july huron lake dsp http low latency convolution for real time application in proceeding of the aes international conference spatial sound reproduction rovaniemi finland april pp stautner and puckette designing multichannel reverberators computer music journal moorer about this reverberation business chapter perception and digital signal processing pp foundation of computer music mit press griesinger practical processor and program for digital reverberation in audio in digital time pp toronto may audio engineering society schröder digital simulation of sound transmission in reverberant space journal acoust soc february jot etude et realisation spatialisateur de son par modèles physique et perceptifs phd thesis telecom paris september dutilleux aml architecture and music laboratory inpr oceedings of the aes international conference spatial sound reproduction rovaniemi finland april pp zölzer digital audiosignalverarbeitung vorlesungsskriptum der tu hamburg harburg fliege multirate digital signal processing wiley signal processing library intel http wenzel miller and abel a system for interactive spatial sound synthesis may freed clear efficient audio signal processing in ansi c user journal september dannenberg the platform blue or looking for real time icma array dannenberg a perspective on computer music computer music journal,4
induction of recursive theory in the normal ilp setting issue and solution floriana esposito donato malerba and francesca lisi dipartimento di informatica università degli studi di bari via orabona bari italy esposito malerba lisi abstract induction of recursive theory in the normal ilp setting is a complex task because of the of the consistency property in this paper we propose computational solution to some relevant issue raised by the multiple predicate learning problem a search strategy is adopted to interleave the learning of clause supplying predicate with mutually recursive definition a novel generality order to be imposed to the search space of clause is investigated in order to cope with recursion in a more suitable way the consistency recovery is performed by reformulating the current theory and by applying a layering technique based on the collapsed dependency graph the proposed approach ha been implemented in the ilp system atre and tested in the specific context of the document understanding problem within the wisdom project experimental result are discussed and future direction are drawn reference i aha lapointe ling matwin learning recursive relation with randomly selected small training set proc tnt conf on machine learning apt logic programming in van leeuwen j ed handbook of theoretical computer science vol elsevier amsterdam boström specialization of recursive predicate in lavrac wrobel s ed machine learning lecture note in artificial intelligence vol verlag berlin buntine generalised subsumption and it application to induction and redundancy artificial intelligence vol quinlan avoiding pitfall when learning recursive theory proc tnt joint conf on artificial intelligence ceri gottlob tanca what you always wanted to know about datalog and never dared to ask ieee transaction on knowledge and data engineering cohen leamability of restricted logic program in muggleton s ed proc int workshop on inductive logic programming de raedt interactive theory revision academic press london de raedt lavrac dzeroski multiple predicate learning proc int joint conf on artificial intelligence de raedt lavrac the many face of inductive logic programming in komorowski ra ed methodology for intelligent system lecture note in artificial intelligence vol berlin de raedt dehaspe clausal discovery machine learning esposito caggese malerba semeraro classification in noisy domain by flexible matching proc european symposium on intelligent technique esposito malerba lisi machine learning for intelligent processing of printed document in ra skowron a ed journal of intelligent information system kluwer academic publisher flach a framework for inductive logic programming in muggleton s ed inductive logic programming vol of apic series academic press london flener yilmaz inductive synthesis of recursive logic program achievement and prospect journal of logic programming special issue on synthesis transformation and analysis giordana saitta baroglio learning simple recursive theory in komorowski ra ed methodology for intelligent system lecture note in artificial intelligence vol berlin efficient induction of recursive definition by structural analysis of saturation in de raedt l ed advance in inductive logic programming press amsterdam jorge brazdil architecture for iterative learning of recursive definition in de raedt l ed advance in inductive logic programming io press amsterdam van leeuwen graph algorithm in van leeuwen j ed handbook of theoretical computer science vol elsevier amsterdam malerba semeraro esposito a multistrategy approach to learning multiple dependent concept in nakhaeizadeh taylor c ed machine learning and statistic the interface john wiley son new york malerba esposito lisi learning recursive theory with atre in prade h ed proc europ conf on artificial intelligence john wiley son chichester mitchell machine learning mofizur numao induction of recursive program from small number of sparse example in de raedt l ed advance in inductive logic programming io press amsterdam nagy seth stoddard a prototype document image analysis system for technical journal ieee computer de wolf a complete method for program specialization based upon unfolding proc europ conf on artificial intelligence plotkin a note on inductive generalization in meltzer michie d ed machine intelligence edinburgh university press edinburgh plotkin a further note on inductive generalization in meltzer michie d ed machine lntelligence edinburgh university press edinburgh quinlan learning logical definition from relation machine learning rouveirol flattening and saturation two representation change for generalization machine learning,2
